,Character,Text,total_number,Label
4738,Aang,  the thing is  i dont think well ever be able to trigger it on purpose  so i guess thats it ,21,positive
4740,Aang,im sure  i can only reach the avatar state when im in genuine danger ,21,positive
4743,Sokka,aang   ,21,positive
4747,Aang,  what are you doing ,21,positive
4750,Aang,  im not your enemy  i wont fight you ,21,positive
4753,Aang,you cant fight forever ,21,positive
4755,Azula,brother  uncle  welcome  im so glad you decided to come ,21,positive
4758,Azula,  set our course for home  captain ,21,positive
4759,Zuko,  home ,21,positive
4764,Zuko,you lied to me   ,21,positive
4765,Azula,  like ive never done that before ,21,positive
4767,Katara,i wonder what crazy thing theyre trying to do now    maybe we should just make sure aangs okay ,21,positive
4769,Katara,  whats going on ,21,positive
4770,Sokka,the generals gone crazy  hes trying to force aang into the avatar state ,21,positive
4772,Sokka,  good     bird     horse thingy    ,21,positive
4776,Katara,  i cant move ,21,positive
4777,Aang,  dont hurt her ,21,positive
4779,Sokka,  katara  no ,21,positive
4781,Aang,  stop this  you have to let her go ,21,positive
4783,Aang,  im trying     im trying ,21,positive
4784,Katara,  aang  im sinking   ,21,positive
4786,Katara,  please ,21,positive
4787,Aang,  you dont need to do this ,21,positive
4792,Iroh,  zuko  lets go ,21,positive
4794,Azula,you know  father blames uncle for the loss of the north pole  and he considers you a miserable failure for not finding the avatar    why would he want you back home  except to lock you up   where you can no longer embarrass him ,21,positive
4805,Aang,what do you mean ,21,positive
4808,Aang,  im sorry  katara  i hope you never have to see me like that again ,21,positive
4810,Aang,  youre out of your mind ,21,positive
4813,Sokka,anybody got a problem with that ,21,positive
4816,Katara,  i think were all set ,21,positive
4818,Azula,  anyone who harbors these traitors will face the wrath of the fire lord    there will be no place left to hide ,21,positive
4820,Iroh,i think were safe here ,21,positive
4824,Sokka,  you guys are going to be done soon  right  we have a lot of ground to cover if were going to make it to omashu today ,22,positive
4825,Katara,  what  like youre ready to go right now  naked guy   ,22,positive
4826,Sokka,i could be ready in two minutes  seriously    whenever ,22,positive
4827,Aang,so you were showing me the octopus form ,22,positive
4828,Katara,  right  let me see your stance ,22,positive
4830,Katara,  your arms are too far apart    see  if you move them closer together  you protect your center  you got it ,22,positive
4831,Aang,  oh  yea     thanks ,22,positive
4832,Katara,  okay  lets see what you got ,22,positive
4834,Katara,  you make a fine octopus  pupil aang ,22,positive
4837,Katara,were not river people ,22,positive
4839,Aang,just     people ,22,positive
4841,Sokka,  who are you ,22,positive
4843,Aang,  you guys are nomads  thats great  im a nomad ,22,positive
4845,Aang,  i know     you just said that ,22,positive
4848,Zuko,  i didnt find anything to eat  i cant live like this  i wasnt meant to be a fugitive    this is impossible    uncle  what are you doing ,22,positive
4849,Iroh,  youre looking at the rare white dragon bush  its leaves make a tea so delicious  its heartbreaking  that  or its the white jade  which is poisonous ,22,positive
4850,Zuko,we need food  not tea  im going fishing   ,22,positive
4851,Iroh,  hmm     delectable tea    or deadly poison ,22,positive
4853,Aang,  hey  sokka  you should hear some of these stories  these guys have been everywhere ,22,positive
4855,Aang,they said theyll take us to see a giant night crawler ,22,positive
4857,Sokka,look  i hate to be the wet blanket here  but since katara is busy  i guess its up to me ,22,positive
4859,Sokka,we need to get to omashu  no sidetracks  no worms and definitely no rainbows ,22,positive
4862,Sokka,  o  ma  shu ,22,positive
4863,Katara,sokkas right  we need to find king bumi  so aang can learn earthbending somewhere safe ,22,positive
4867,Katara,is this real or a legend ,22,positive
4870,Sokka,  i think well just stick with flying  weve dealt with the fire nation before  well be fine ,22,positive
4871,Aang,yeah  thanks for the help  but appa hates going underground    and we need to do whatever makes appa most comfortable    ,22,positive
4877,Sokka,  secret love cave  lets go ,22,positive
4879,Iroh,zuko    remember that plant i thought might be tea ,22,positive
4880,Zuko,  you didnt    ,22,positive
4881,Iroh,i did       and it wasnt   ,22,positive
4882,Zuko,  ahh ,22,positive
4883,Iroh,  when the rash spreads to my throat  i will stop breathing    but look what i found    these are bacui berries  known to cure the poison of the white jade    that  or makaole berries that cause blindness ,22,positive
4884,Zuko,  were not taking any more chances with these plants  we need to get help ,22,positive
4885,Iroh,but where are we going to go    were enemies of the earth kingdom and fugitives from the fire nation   ,22,positive
4886,Zuko,if the earth kingdom discovers us  theyll have us killed ,22,positive
4887,Iroh,  but if the fire nation discovers us  well be turned over to azula ,22,positive
4889,Zuko,  earth kingdom it is ,22,positive
4891,Sokka,how far are we from the tunnel ,22,positive
4893,Sokka,  labyrinth ,22,positive
4897,Sokka,  curse ,22,positive
4900,Sokka,  what exactly is this curse ,22,positive
4904,Sokka,thats it  theres no way were going through some cursed hole ,22,positive
4906,Katara,  thats no campfire  moku ,22,positive
4907,Sokka,  its fire nation  theyre tracking us ,22,positive
4908,Aang,  so all you need to do is trust in love to get through these caves ,22,positive
4911,Aang,  we can make it ,22,positive
4912,Sokka,  everyone into the hole ,22,positive
4916,Katara,its okay  appa  well be fine  i hope ,22,positive
4917,Sokka,we will be fine  all we need is a plan  chong  how long do those torches last ,22,positive
4920,Sokka,  it doesnt work like that if theyre all lit at the same time ,22,positive
4922,Sokka,im going to make a map to keep track of exactly where weve been  then we should be able to solve it like a maze and get through ,22,positive
4925,Iroh,  whoops ,22,positive
4927,Zuko,  yes  were travelers ,22,positive
4929,Zuko,names  of course we have names    im  uh     lee and this is my uncle  uh     mushi ,22,positive
4930,Iroh,  yes  my nephew was named after his father  so we just call him junior   ,22,positive
4933,Zuko,  sorry  but we need to be moving on ,22,positive
4935,Iroh,  where do you live exactly ,22,positive
4937,Katara,sokka  this is the tenth dead end youve led us to ,22,positive
4938,Sokka,this doesnt make sense  we already came through this way ,22,positive
4940,Aang,yeah  but i wouldnt mind a map also ,22,positive
4941,Sokka,  theres something strange here  theres only one explanation    the tunnels are changing ,22,positive
4945,Zuko,  i havent seen my father in many years ,22,positive
4948,Zuko,  yeah   ,22,positive
4951,Sokka,  right  if only we listened to you ,22,positive
4952,Katara,  everyone be quiet  listen ,22,positive
4958,Sokka,  nooooo ,22,positive
4966,Katara,  aang  look ,22,positive
4967,Aang,  we found the exit ,22,positive
4969,Katara,this isnt the exit ,22,positive
4970,Aang,  no  its a tomb ,22,positive
4972,Aang,it must be the two lovers from the legend  thats whos buried here ,22,positive
4973,Katara,these pictures tell their story ,22,positive
4975,Katara,  they met on top of the mountain that divided their two villages    ,22,positive
4977,Katara,  the villages were enemies  so they could not be together       but their love was strong and they found a way ,22,positive
4979,Katara,  the two lovers learned earthbending from the badgermoles  they became the first earthbenders ,22,positive
4981,Katara,  they built elaborate tunnels  so they could meet secretly    anyone who tried to follow them would be forever in the labyrinth    but  one day  the man didnt come     hed died in the war between the two villages    devastated  the woman unleashed a terrible display of her earthbending power   she could have destroyed them all       but  instead  she declared the war over    both villages helped her build a new city where they would live together in peace    the womans name was oma and the mans name was shu    the great city was named omashu as a monument to their love ,22,positive
4983,Katara,  love is brightest   in the dark ,22,positive
4987,Sokka,  at least im thinking of ideas and trying to get us out of here  moku ,22,positive
4989,Sokka,  yes  were all thinking of ideas ,22,positive
4992,Aang,how are we going to find our way out of these tunnels ,22,positive
4993,Katara,i have a crazy idea ,22,positive
4994,Aang,  what ,22,positive
4995,Katara,  never mind  its too crazy ,22,positive
4996,Aang,katara  what is it ,22,positive
4997,Katara,i was thinking     the curse says well be trapped in here forever unless we trust in love    ,22,positive
4998,Aang,right    ,22,positive
4999,Katara,  and here  it says   love is brightest in the dark   and has a picture of them kissing ,22,positive
5000,Aang,  where are you going with this ,22,positive
5001,Katara,  well  what if we     kissed ,22,positive
5002,Aang,  us     kissing  ,22,positive
5003,Katara,see  it was a crazy idea ,22,positive
5004,Aang,  us     kissing    ,22,positive
5005,Katara,  us kissing  what was i thinking  can you imagine that  ,22,positive
5006,Aang,  yeah    i definitely wouldnt want to kiss you   ,22,positive
5007,Katara,  oh  well  i didnt realize it was such a horrible option    sorry i suggested it ,22,positive
5008,Aang,  no  no  i mean     if there was a choice between kissing you and dying    ,22,positive
5009,Katara,  ugh ,22,positive
5010,Aang,  what  im saying is i would rather kiss you than die   thats a compliment ,22,positive
5011,Katara,  well  im not sure which id rather do   ,22,positive
5012,Aang,  what is wrong with me    ,22,positive
5016,Iroh,thank you for the duck  it was excellent ,22,positive
5018,Iroh,  much practice ,22,positive
5020,Iroh,junior  where are your manners  you need to thank these nice people ,22,positive
5021,Zuko,  thank you ,22,positive
5023,Zuko,  i know ,22,positive
5025,Iroh,what are you doing  these people just showed you great kindness ,22,positive
5026,Zuko,theyre about to show us a little more kindness  well ,22,positive
5028,Aang,were going to run out of light any second now  arent we ,22,positive
5029,Katara,i think so    ,22,positive
5030,Aang,then  what are we going to do ,22,positive
